cod_produs;cod_ean;nume_produs;descriere;nume_categorie;imag_baza;cant_stock;in_stock;pret_produs;pret_sugerat;categorie_id;categorie_path_subcat;greutate;producator;creat_la_data;imag_galerie
100056;;Anvelopa KENDA KRACKPOT 20x1.95 (50-406) K-907-Alb;<p> Kenda Krackpot este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</p><ul><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 mm</li></ul><p> Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii.</p><p> Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p>;Anvelope pe sarma;;0;0;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100057;;Anvelopa  KENDA KRACKPOT 20x1.95 (50-406) K-907-Rosu;<ul><li>  <strong>Kenda Krackpot</strong> este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</li><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 MM</li></ul><p> Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii. Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p>;Anvelope pe sarma;;5;1;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100058;;Anvelopa  KENDA KRACKPOT 20x1.95 (50-406) K-907-Albastru;<ul><li><strong>Kenda Krackpot</strong> este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</li><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 mm</li></ul><p> Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii.</p><p>   Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p>;Anvelope pe sarma;;0;0;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100059;;Anvelopa  KENDA KRACKPOT 20x1.95(50-406) K-907-Verde;<ul><li> Kenda Krackpot este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</li><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 mm</li></ul><p> Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii.</p><p> Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p>;Anvelope pe sarma;;5;1;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100060;;Anvelopa  KENDA KRACKPOT 20x1.95 (50-406) K-907-Galben;<ul><li>Kenda Krackpot este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</li><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 MM</li></ul><p> Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii.</p><p>  Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p>;Anvelope pe sarma;;0;0;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100061;;Anvelopa  KENDA KRACKPOT 20x1.95(50-406) K-907-Portocaliu;<p></p><ul><li>Kenda Krackpot este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</li><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 MM</li></ul><p></p><p> Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii.</p><p> Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p><p></p><p></p><p></p>;Anvelope pe sarma;;5;1;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100062;;Anvelopa  KENDA KRACKPOT 20x1.95 (50-406) K-907-Roz;<ul><li>Kenda Krackpot este o anvelopa Freestyle si de cursa pentru suprafata dura. Este disponibil in mai multe culori. Designul butonului in forma de diamant se infasoara de la margine la margine pentru protectia peretilor laterali. Pentru Krackpot este de mentionat ca directia de rulare este setata.</li><li>K-907</li><li>ETRTO: 50-406</li><li>TCC: 1.590 MM</li></ul><p>   Cu o vechime de peste 50 de ani , Kenda se numara printre liderii mondiali in constructia de anvelope pentru biciclete .Pe drum, pe traseu sau pe pista de curse, puteti conta pe calitatea Kenda . Anvelopele noastre sunt proiectate pentru performanta intr-o gama larga de aplicatii.</p><p>Incearca schimbarea si o sa vezi de ce Kenda este alegerea potrivita.</p><p></p>;Anvelope pe sarma;;0;0;25.0;50.0;100;Anvelope pe sarma;;KENDA;2024/01/01;
100063;;Antifurt cu Cheie M-WAVE  S 10.18  Negru;<ul><li>Dimensiune: 10 X 1800 mm</li><li>Cablu spiratal cu diametru de 10 mm</li><li>Lungime: 1.800 mm</li><li><strong>Prindere clip-on</strong> pentru tija de sa sau cadru.</li><li>Include <strong>2 chei</strong></li><li><strong>Protectie pentru praf</strong></li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100064;;"Antifurt cu Cheie M-WAVE  ""S 10.18""  Albastru";<ul><li>Dimensiune: <strong>10 X 1800 mm </strong></li><li><strong>Cablu spiratal cu diametru de 10 mm </strong></li><li><strong>Lungime: 1.800 mm</strong></li><li><strong> Prindere clip-on</strong> pentru tija de sa sau cadru.</li><li>Include <strong>2 chei </strong></li><li><strong>Protectie pentru praf</strong></li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100065;;"Antifurt cu Cheie M-WAVE  ""S 10.18""  Rosu";<ul><li>Dimensiune: <strong>10 X 1800 mm </strong></li><li><strong>Cablu spiratal cu diametru de 10 mm </strong></li><li><strong>Lungime: 1.800 mm</strong></li><li><strong>Prindere clip-on</strong> pentru tija de sa sau cadru.</li><li>Include <strong>2 chei </strong></li><li><strong>Protectie pentru praf</strong></li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100066;;"Antifurt cu Cheie M-WAVE  ""S 10.18""  Roz";<ul><li>Dimensiune: <strong>10 X 1800 mm</strong> </li><li><strong>Cablu spiratal cu diametru de 10 mm</strong></li><li><strong>Lungime: 1.800 mm</strong></li><li><strong> Prindere clip-on</strong> pentru tija de sa sau cadru.</li><li>Include <strong>2 chei</strong> </li><li><strong> Protectie pentru praf</strong></li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100067;;"Antifurt cu Cheie M-WAVE  ""S 10.18""  Alb";<ul><li>Dimensiune: <strong>10 X 1800 mm </strong></li><li><strong>Cablu spiratal cu diametru de 10 mm </strong></li><li><strong>Lungime: 1.800 mm</strong></li><li><strong>Prindere clip-on</strong> pentru tija de sa sau cadru.</li><li>Include <strong>2 chei</strong></li><li><strong> Protectie pentru praf</strong></li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100068;;"Antifurt cu Cheie M-WAVE  ""S 10.18""  Verde";<ul><li>Dimensiune: <strong>10 X 1800 mm</strong></li><li><strong> Cablu spiratal cu diametru de 10 mm</strong></li><li><strong> Lungime: 1.800 mm</strong></li><li><strong> Prindere clip-on</strong> pentru tija de sa sau cadru.</li><li>Include <strong>2 chei </strong></li><li><strong>Protectie pentru praf</strong></li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100069;;Vesta Reflectorizanta M-WAVE-S-M;<ul><li>Conform cu normele europene EN 1150 si a hainelor reflectorizante EN 340 </li><li>100% Polyester </li><li>Galben Neon cu doua benzi reflectorizante </li><li>Reglabile datorita benzilor elastice de pe margini.</li></ul>;Accesorii bicicleta;;0;0;15.0;30.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100070;;Antifurt cu Cheie M-WAVE S 12.6 S   Negru;<ul><li>Acoperitoare din<strong> silicon</strong></li><li>Dimensiune: <strong>12 X 600 mm</strong></li><li><strong>Cablu spiralat cu grosime de 12 mm</strong></li><li><strong> Lungime: 600 mm </strong></li><li><strong>Include 2 chei</strong></li></ul>;Accesorii bicicleta;;5;1;19.5;39.0;100;Accesorii bicicleta;;ACTION;2024/01/01;
100071;;Display Marfa Aluminiu 240x104x54 cm ;"<ul><li><span style=""color: #ff0000;""><strong>DISPONIBIL LA COMANDA(1-10 ZILE)</strong></span></li><li><span style=""color: #ff0000;""><strong>OFERIT GRATUIT PENTRU COMENZI IN VALOARE MINIMA DE 10.,000 RON FARA TVA- plata cash O.P. inainte de livrare</strong></span></li><li><span style=""color: #ff0000;""><strong>NU CONTINE ACCESORII, SISTEME DE PRINDERE PIESE,...</strong></span></li><li>Fara panoul cu logo este produs separat cod 081012</li><li>Dimensiuni 240(H) X 100(W) X 53(D) cm</li><li><strong> ALUMINIU ANODIZAT</strong></li><li>Montare usoara</li><li>Culoare Negru</li><li><strong>TRANSPORTUL NU ESTE INCLUS IN PRET</strong></li><li><strong>PRET TRANSPORT IN ROMANIA 50 X TVA</strong></li></ul>";Standuri si suporti magazin;;0;0;2500.0;5000.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100072;;Display Marfa Aluminiu 1040 x 1510 x 950 mm;<ul><li>Dimensiuni<strong>-1040x1510x950 mm</strong></li><li>Semi-inaltime aranjament elegant pentru magazin</li><li>Poate fi folosit pe ambele laturi</li><li><strong>ALUMINIU ANODIZAT</strong></li></ul>;Standuri si suporti magazin;;0;0;1750.0;3500.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100073;;Element Lateral pentru Display Marfa;<ul><li><strong>ALUMINIU ANODIZAT</strong></li><li><strong>Dimensiuni - 150x60x3 cm</strong></li></ul>;Standuri si suporti magazin;;0;0;750.0;1500.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100074;;Display Marfa 3;<ul><li><strong>ALUMINIU ANODIZAT</strong></li><li><strong>3 Fete</strong></li><li>Baza foarte solida</li><li>Rotitoare</li><li><strong>Dimensiuni-158x50x50x50 cm</strong></li></ul>;Standuri si suporti magazin;;0;0;1100.0;2200.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100075;;Suport Simplu pentru Display-100 mm;<ul><li>Dimensiuni - 100 mm</li><li>Foarte rezistent</li></ul>;Standuri si suporti magazin;;0;0;4.0;8.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100076;;Suport Pret Plastic Transparent;<ul><li>Transparent</li><li>Prindere non-slip </li><li>Pentru eticheta pret, informatii despre produs</li><li>Foarte util si elegant</li></ul>;Standuri si suporti magazin;;5;1;4.0;8.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100077;;Suport Accesorii  SUPORT  MAXI;<ul><li>Diametrul- 22,2 mm</li><li>Pentru mansoane, lumini, sonerii...</li></ul>;Standuri si suporti magazin;;5;1;49.5;99.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100078;;Suport pentru Pedale;"<ul><li>Diametrul 22,2mm</li><li><strong>Pentru pedale cu AX 9/16"" </strong></li><li>Pentru lumini, sonerii...</li></ul>";Standuri si suporti magazin;;0;0;27.5;55.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100079;;Suport pentru CADRE,FURCI,TIJE SA,...;<ul><li>Pentru FURCI,CADRE,TIJE SA</li><li>Diametrul-19 mm</li><li>Protectie plastic</li></ul>;Standuri si suporti magazin;;5;1;37.5;75.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100080;;Suport Display (Ghidoane, Cadre, Haine, Roti);<ul><li>Pentru GHIDOANE,FURCI,CADRE,JANTE,ROTI,ANVELOPE</li><li>Protectie plastic</li><li>Foarte util</li></ul>;Standuri si suporti magazin;;0;0;42.5;85.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100081;;Suport Display (HAINE, JANTE, ANVELOPE);<ul><li>Se pot afisa 10 produse</li><li>Carlige special concepute pentru articole de bicicleta si sport</li><li>Afisarea ideala a produselor</li><li>Suport special conceput pentru o economisire de spatiu</li><li>Articolele pot fi scoase cu usurinta si reumplete  cu usurinta</li></ul>;Standuri si suporti magazin;;0;0;175.0;350.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100082;;Suport Display-1 (HAINE, JANTE, ANVELOPE);<ul><li>Conceput pentru a economii spatiul de stocare</li><li>Carlige special concepute pentru articole de bicicleta si sport</li><li>Articolele pot fi scoase cu usurinta si rafturile reumplute.</li></ul>;Standuri si suporti magazin;;0;0;32.5;65.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100083;;Suport Reglabil;<ul><li>Reglabil</li><li>Pentru brosuri, articole, ...</li><li>Usor de conectat si dezactivat peretele afisajului</li></ul>;Standuri si suporti magazin;;1;1;125.0;250.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100084;;Suport Acrylic pentru pantofi;<ul><li>Conceput pentru o afisare ideala a<strong> pantofilor</strong></li><li>Din plastic <strong>acrylic transparent</strong></li><li><strong>Dimensiuni aprox. 237 x110 mm</strong></li><li><strong> Posibilitate de afisare a pretului</strong></li><li>Usor de manevrat</li></ul>;Standuri si suporti magazin;;0;0;20.0;40.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100085;;Suport pentru Casti EXUSTAR Plastic;<ul><li>Suport din plastic foarte rezistent</li><li>Conceput pentru o afisare ideala </li><li>Produsele se potrivesc perfect cu suportul </li><li>Usor de manevrat</li></ul>;Standuri si suporti magazin;;5;1;19.5;39.0;100;Standuri si suporti magazin;;EXUSTAR;2024/01/01;
100086;;Suport pentru Bagaje, Genti Portbagaj;<ul><li>Conceput pentru o afisare ideala a bagajelor pentru bicicleta</li><li>Bare de stabilitate</li></ul>;Standuri si suporti magazin;;3;1;50.0;100.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100087;;Suport Display pentru Roti;"<ul><li style=""text-align: left;"">Conceput pentru o afisare ideala a rotilor</li><li style=""text-align: left;"">Usor de manevrat</li></ul>";Standuri si suporti magazin;;5;1;45.0;90.0;100;Standuri si suporti magazin;;M-WAVE;2024/01/01;
100088;;Sistem de Masurare VELO  VELOMETER;"<ul><li>Construit din plastic de calitate pentru a fi cat mai usor</li><li>Gelul defineste distanta ""seat bone distance"" pentru a face alegerea potrivita.</li><li>Culoare Negru</li><li>Instructiunile de folosire pe spate.</li><li>Pentru o masurare exacta folositi seile din gama ""VELO-FIT ATHLETE BC"", ""VELO-FIT ATHLETE FC"", ""VELO-FIT TRAVELER"", ""VELO-FIT ATHLETE TOWNIE""</li></ul><p>Latimea corecta a seii este aleasa acum cu noul nostru sistem de masaurare VELO-FIT. Prin intermediul gelului de sedere pe Velometru se poate face o imprimare vizibila a formei scaunului, astfel incat aceste devine masurabil. In plus, pozitia de echitatie este adaugata la 0-3 cm asa cum este indicat pe Velometru(Pozitia pe sa ) Cu acesta obtineti cea mai corecta dimensiune a latimii seii in zona de confort(VCZ) Astfel puteti alege cu usurinta saua potrivita pentru dumneavoastra</p>";Sistem VeloFit;;0;0;137.5;275.0;100;Sistem VeloFit;;VELO;2024/01/01;
100089;;Suport Bicicleta Aluminiu Telescopic (205-375 cm);<ul><li>O solutie eleganta pentru stocarea bicicletelor.</li><li>Este grozav in casa sau in garaj.</li><li>Include doua suporturi pentru biciclete, dar se pot pune pana la patru cu suporturi optionale.</li><li>Produs din <strong>aluminiu</strong> de inalta calitate si foarte usor</li><li><strong>Inaltime reglabila - 205-375 cm </strong></li><li>Se tensioneaza din roata si QR</li><li>Include doi suporti pentru biciclete</li><li>Suporti reglabili (13-37 cm)(stanga, dreapta)</li><li>Suporti rotativi aproximativ. 70*(sus, jos)</li><li>Se pot monta 6 biciclete cu suporti optionali</li><li><strong> Suporti optionali--430271, 430272, 430273</strong></li><li>Se monteaza fara scule</li></ul>;Accesorii bicicleta;;0;0;375.0;750.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100090;;Clema Prindere Sus -40 mm;<ul><li>Suport aditional pentru partea de <strong>sus</strong> a produsului 430270</li><li>Din aluminiu</li><li>Din plastic</li><li>Diametru<strong> 40 mm</strong></li></ul>;Accesorii bicicleta;;1;1;20.0;40.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100091;;Clema Prindere Jos-45 mm;<ul><li>Suport aditional pentru partea de jos a produsului 430270</li><li>Din Pastic si Aluminiu</li><li>Diametrul de 45 mm</li></ul>;Accesorii bicicleta;;4;1;20.0;40.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100092;;Suport prindere cu doua carlige(430270);<ul><li>Produs compatibil cu produsele-430270, 430271, 430272</li><li>Din plastic</li><li>Lungime 420 mm</li><li>Inaltime 32 mm</li></ul>;Accesorii bicicleta;;4;1;60.0;120.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100093;;"Bike Computer Wireless M-WAVE ""M23CW""  23 Functii";<ul><li><strong>23 Functii</strong></li><li><strong>Wireless</strong></li><li><strong>Senzor de cadenta</strong></li><li><strong>Senzor de viteza</strong></li><li>Viteza curenta min/max</li><li>Distanta totala/distanta calatoriei</li><li>Odometer</li><li>Cadenta curenta min/max</li><li>Ceas digital</li><li>Calorii consumate</li><li>Temperatura selectabila</li><li>Auto Start/Stop</li><li>Auto Power on/off</li><li>Km/Mile selectabil</li><li>Display luminat</li><li>Memoreaza doua dimensiuni de roti</li><li>Protectie la apa</li><li>Include baterii(CR 2032)</li><li>Se monteaza fara scule</li><li>Se poate monta pe ghidon sau pe pipa cu elemente aditionale.(244796)</li></ul>;Accesorii bicicleta;;0;0;130.0;260.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100094;;Bike Computer Wireless/Touchscreen  M-WAVE  M21W 21 Functii;<ul><li><strong>21 Functii</strong></li><li><strong>Wireless</strong></li><li><strong>Ecran Touch</strong></li><li>Viteza curenta, min/max</li><li>Comparator viteza</li><li>Distanta totala</li><li>Distanta calatoriei</li><li>Odometer Auto trip</li><li>Auto scan</li><li>Ceas digital</li><li>Stopwatch</li><li>Calorii consumate</li><li>Temperatura</li><li>Auto start/stop</li><li>Selectie KM/MILE</li><li>Display luminat</li><li>Indicator nivel baterie</li><li>Include 2 baterii (CR 2032)</li></ul>;Accesorii bicicleta;;0;0;57.5;115.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100095;;"Bike Computer Wireless  M-WAVE ""M14W""  14 Functii";<p><strong>14 Functii cu transmisie digital wireless</strong></p><p><strong>Rotire la 90*</strong></p><p><strong>Senzor de viteza</strong></p><p>• Viteza: curent / O / max.</p><p>• Comparator de viteza</p><p>• Distanta --distanta totala / distanta calatorie</p><p>• Auto timer excursie</p><p>• Scanare automata</p><p>• Memorie</p><p>• Ceas digital 12/24 H</p><p>• Auto pornire / oprire</p><p>• Selectie km / mile</p><p>- Include baterii CR2032</p><p>• Dimensiune roata reglabila</p><p>• Protectie la apa (IP 44)</p>;Accesorii bicicleta;;0;0;65.0;130.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100096;;"Bike Computer M-WAVE  ""M16""  16 Functii";<ul><li><strong>16 Functii</strong></li><li><strong>Cu fir</strong></li><li>Viteza  Curenta/Medie/Maxima</li><li>Comparator de viteza </li><li>Distanta parcursa-- Totala/Distanta Calatoriei</li><li>Salvarea functiilor</li><li>Auto cronometru al calatoriei</li><li>Auto  Scan</li><li>Service Program</li><li>Ceas  Digital</li><li>Memorie a cadrului</li><li>Temperatura selectabila C*/F8</li><li>Auto  START/STOP</li><li>Selectie KM/MILE</li><li>Diametrul rotii ajustabil</li><li>Protectie la apa (IP 44) </li><li>Baterii incluse (CR2032) </li><li>Se monteaza fara scule pe ghidon sau pipa</li></ul>;Accesorii bicicleta;;0;0;39.0;78.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
